  sì che ’l piè fermo sempre era ’l più basso.	 |sì |che ’l |piè |fer|mo |sem|pre e|ra ’l |più |bas|so.    
	
  Ed ecco, quasi al cominciar de l’erta,	 |Ed |ec|co, |qua|si al |co|min|ciar |de |l’ er|ta,         
  una lonza leggera e presta molto,	 |u|na |lon|za |leg|ge|ra e |pre|sta |mol|to,               
  che di pel macolato era coverta;	 |che |di |pel |ma|co|la|to e|ra |co|ver|ta;                
	
  e non mi si partia dinanzi al volto,	 |e |non |mi |si |par|tia |di|nan|zi al |vol|to,            
  anzi ’mpediva tanto il mio cammino,	 |an|zi ’m|pe|di|va |tan|to il |mio |cam|mi|no,             
  ch’i’ fui per ritornar più volte vòlto.	 |ch’ i’ |fui |per |ri|tor|nar |più |vol|te |vòl|to.        
	
  Temp’ era dal principio del mattino,	 |Tem|p’ e|ra |dal |prin|ci|pio |del |mat|ti|no,            
  e ’l sol montava ’n sù con quelle stelle	 |e ’l |sol |mon|ta|va ’n |sù |con |quel|le |stel|le        
  ch’eran con lui quando l’amor divino	 |ch’ e|ran |con |lui |quan|do |l’ a|mor |di|vi|no          
	
  mosse di prima quelle cose belle;	 |mos|se |di |pri|ma |quel|le |co|se |bel|le;               
  sì ch’a bene sperar m’era cagione	 |sì |ch’ a |be|ne |spe|rar |m’ e|ra |ca|gio|ne             
  di quella fiera a la gaetta pelle	 |di |quel|la |fie|ra a |la |ga|et|ta |pel|le               
	
  l’ora del tempo e la dolce stagione;	 |l’ o|ra |del |tem|po e |la |dol|ce |sta|gio|ne;           
  ma non sì che paura non mi desse	 |ma |non |sì |che |pa|u|ra |non |mi |des|se                
  la vista che m’apparve d’un leone.	 |la |vi|sta |che |m’ ap|par|ve |d’ un |le|o|ne.            
	
  Questi parea che contra me venisse	 |Que|sti |pa|rea |che |con|tra |me |ve|nis|se              
  con la test’ alta e con rabbiosa fame,	 |con |la |te|st’ al|ta e |con |rab|bio|sa |fa|me,          
  sì che parea che l’aere ne tremesse.	 |sì |che |pa|rea |che |l’ ae|re |ne |tre|mes|se.           
	
  Ed una lupa, che di tutte brame	 |Ed |u|na |lu|pa, |che |di |tut|te |bra|me                 
  sembiava carca ne la sua magrezza,	 |sem|bia|va |car|ca |ne |la |sua |ma|grez|za,              
  e molte genti fé già viver grame,	 |e |mol|te |gen|ti |fé |già |vi|ver |gra|me,               
	
  questa mi porse tanto di gravezza	 |que|sta |mi |por|se |tan|to |di |gra|vez|za               
  con la paura ch’uscia di sua vista,	 |con |la |pa|u|ra |ch’ u|scia |di |sua |vi|sta,            
  ch’io perdei la speranza de l’altezza.	 |ch’ io |per|dei |la |spe|ran|za |de |l’ al|tez|za.        
	
  E qual è quei che volontieri acquista,	 |E |qual |è |quei |che |vo|lon|tie|ri ac|qui|sta,          
  e giugne ’l tempo che perder lo face,	 |e |giu|gne ’l |tem|po |che |per|der |lo |fa|ce,           
  che ’n tutti suoi pensier piange e s’attrista;	 |che ’n |tut|ti |suoi |pen|sier |pian|ge e |s’ at|tri|sta; 
	
  tal mi fece la bestia sanza pace,	 |tal |mi |fe|ce |la |be|stia |san|za |pa|ce,               
  che, venendomi ’ncontro, a poco a poco	 |che, |ve|nen|do|mi ’n|con|tro, a |po|co a |po|co          
  mi ripigneva là dove ’l sol tace.	 |mi |ri|pi|gne|va |là |do|ve ’l |sol |ta|ce.               
	
  Mentre ch’i’ rovinava in basso loco,	 |Men|tre |ch’ i’ |ro|vi|na|va in |bas|so |lo|co,           
  dinanzi a li occhi mi si fu offerto	 |di|nan|zi a |li oc|chi |mi |si |fu |of|fer|to             
  chi per lungo silenzio parea fioco.	 |chi |per |lun|go |si|len|zio |pa|rea |fio|co.             
	
  Quando vidi costui nel gran diserto,	 |Quan|do |vi|di |co|stui |nel |gran |di|ser|to,            
  «Miserere di me», gridai a lui,	« |Mi|se|re|re |di |me», |gri|dai |a |lui,                  
  «qual che tu sii, od ombra od omo certo!».	« |qual |che |tu |sii, |od |om|bra od |o|mo |cer|to!».      
	
  Rispuosemi: «Non omo, omo già fui,	 |Ri|spuo|se|mi:« |Non |o|mo, o|mo |già |fui,               
  e li parenti miei furon lombardi,	 |e |li |pa|ren|ti |miei |fu|ron |lom|bar|di,               
  mantoani per patrïa ambedui.	 |man|to|a|ni |per |pa|trï|a am|be|dui.                     
	
  Nacqui sub Iulio, ancor che fosse tardi,	 |Nac|qui |sub |Iu|lio, an|cor |che |fos|se |tar|di,        
  e vissi a Roma sotto ’l buono Augusto	 |e |vis|si a |Ro|ma |sot|to ’l |buo|no Au|gu|sto           
  nel tempo de li dèi falsi e bugiardi.	 |nel |tem|po |de |li |dèi |fal|si e |bu|giar|di.           
	
  Poeta fui, e cantai di quel giusto	 |Po|e|ta |fui, |e |can|tai |di |quel |giu|sto              
  figliuol d’Anchise che venne di Troia,	 |fi|gliuol |d’ An|chi|se |che |ven|ne |di |Tro|ia,         
  poi che ’l superbo Ilïón fu combusto.	 |poi |che ’l |su|per|bo I|lï|ón |fu |com|bu|sto.           
	
  Ma tu perché ritorni a tanta noia?	 |Ma |tu |per|ché |ri|tor|ni a |tan|ta |no|ia?              
  perché non sali il dilettoso monte	 |per|ché |non |sa|li il |di|let|to|so |mon|te              
  ch’è principio e cagion di tutta gioia?».	 |ch’ è |prin|ci|pio e |ca|gion |di |tut|ta |gio|ia?».      
	
  «Or se’ tu quel Virgilio e quella fonte	« |Or |se’ |tu |quel |Vir|gi|lio e |quel|la |fon|te         
  che spandi di parlar sì largo fiume?»,	 |che |span|di |di |par|lar |sì |lar|go |fiu|me?»,          
  rispuos’ io lui con vergognosa fronte.	 |ri|spuo|s’ io |lui |con |ver|go|gno|sa |fron|te.          
	
  «O de li altri poeti onore e lume,	« |O |de |li al|tri |po|e|ti o|no|re e |lu|me,              
  vagliami ’l lungo studio e ’l grande amore	 |va|glia|mi ’l |lun|go |stu|dio e ’l |gran|de a|mo|re      
  che m’ha fatto cercar lo tuo volume.	 |che |m’ ha |fat|to |cer|car |lo |tuo |vo|lu|me.           
	
  Tu se’ lo mio maestro e ’l mio autore,	 |Tu |se’ |lo |mio |ma|e|stro e ’l |mio |au|to|re,          
  tu se’ solo colui da cu’ io tolsi	 |tu |se’ |so|lo |co|lui |da |cu’ |io |tol|si               
  lo bello stilo che m’ha fatto onore.	 |lo |bel|lo |sti|lo |che |m’ ha |fat|to o|no|re.           
	
  Vedi la bestia per cu’ io mi volsi;	 |Ve|di |la |be|stia |per |cu’ |io |mi |vol|si;             
  aiutami da lei, famoso saggio,	 |a|iu|ta|mi |da |lei, |fa|mo|so |sag|gio,                  
  ch’ella mi fa tremar le vene e i polsi».	 |ch’ el|la |mi |fa |tre|mar |le |ve|ne e i |pol|si».       
	
  «A te convien tenere altro vïaggio»,	« |A |te |con|vien |te|ne|re al|tro |vï|ag|gio»,            
  rispuose, poi che lagrimar mi vide,	 |ri|spuo|se, |poi |che |la|gri|mar |mi |vi|de,             
  «se vuo’ campar d’esto loco selvaggio;	« |se |vuo’ |cam|par |d’ e|sto |lo|co |sel|vag|gio;         
	
  ché questa bestia, per la qual tu gride,	 |ché |que|sta |be|stia, |per |la |qual |tu |gri|de,        
  non lascia altrui passar per la sua via,	 |non |la|scia al|trui |pas|sar |per |la |sua |via,         
  ma tanto lo ’mpedisce che l’uccide;	 |ma |tan|to |lo ’m|pe|di|sce |che |l’ uc|ci|de;            
	
  e ha natura sì malvagia e ria,	 |e |ha |na|tu|ra |sì |mal|va|gia e |ria,                   
  che mai non empie la bramosa voglia,	 |che |mai |non |em|pie |la |bra|mo|sa |vo|glia,            
  e dopo ’l pasto ha più fame che pria.	 |e |do|po ’l |pa|sto ha |più |fa|me |che |pria.            
	
  Molti son li animali a cui s’ammoglia,	 |Mol|ti |son |li a|ni|ma|li a |cui |s’ am|mo|glia,         
  e più saranno ancora, infin che ’l veltro	 |e |più |sa|ran|no an|co|ra, in|fin |che ’l |vel|tro       
  verrà, che la farà morir con doglia.	 |ver|rà, |che |la |fa|rà |mo|rir |con |do|glia.            
	
  Questi non ciberà terra né peltro,	 |Que|sti |non |ci|be|rà |ter|ra |né |pel|tro,              
  ma sapïenza, amore e virtute,	 |ma |sa|pï|en|za, a|mo|re |e |vir|tu|te,                   
  e sua nazion sarà tra feltro e feltro.	 |e |sua |na|zion |sa|rà |tra |fel|tro e |fel|tro.          
	
  Di quella umile Italia fia salute	 |Di |quel|la u|mi|le I|ta|lia |fia |sa|lu|te               
  per cui morì la vergine Cammilla,	 |per |cui |mo|rì |la |ver|gi|ne |Cam|mil|la,               
  Eurialo e Turno e Niso di ferute.	 |Eu|ria|lo e |Tur|no e |Ni|so |di |fe|ru|te.               
	
  Questi la caccerà per ogne villa,	 |Que|sti |la |cac|ce|rà |per |o|gne |vil|la,               
  fin che l’avrà rimessa ne lo ’nferno,	 |fin |che |l’ av|rà |ri|mes|sa |ne |lo ’n|fer|no,          
  là onde ’nvidia prima dipartilla.	 |là |on|de ’n|vi|dia |pri|ma |di|par|til|la.               
	
  Ond’ io per lo tuo me’ penso e discerno	 |On|d’ io |per |lo |tuo |me’ |pen|so e |di|scer|no         
  che tu mi segui, e io sarò tua guida,	 |che |tu |mi |se|gui, e |io |sa|rò |tua |gui|da,           
  e trarrotti di qui per loco etterno;	 |e |trar|rot|ti |di |qui |per |lo|co et|ter|no;            
	
  ove udirai le disperate strida,	 |o|ve u|di|rai |le |di|spe|ra|te |stri|da,                 
  vedrai li antichi spiriti dolenti,	 |ve|drai |li an|ti|chi |spi|ri|ti |do|len|ti,              
  ch’a la seconda morte ciascun grida;	 |ch’ a |la |se|con|da |mor|te |cia|scun |gri|da;           
	
  e vederai color che son contenti	 |e |ve|de|rai |co|lor |che |son |con|ten|ti                
  nel foco, perché speran di venire	 |nel |fo|co, |per|ché |spe|ran |di |ve|ni|re               
  quando che sia a le beate genti.	 |quan|do |che |sia |a |le |be|a|te |gen|ti.                
	
  A le quai poi se tu vorrai salire,	 |A |le |quai |poi |se |tu |vor|rai |sa|li|re,              
  anima fia a ciò più di me degna:	 |a|ni|ma |fia |a |ciò |più |di |me |de|gna:                
  con lei ti lascerò nel mio partire;	 |con |lei |ti |la|sce|rò |nel |mio |par|ti|re;             
	
  ché quello imperador che là sù regna,	 |ché |quel|lo im|pe|ra|dor |che |là |sù |re|gna,           
  perch’ i’ fu’ ribellante a la sua legge,	 |per|ch’ i’ |fu’ |ri|bel|lan|te a |la |sua |leg|ge,        
  non vuol che ’n sua città per me si vegna.	 |non |vuol |che ’n |sua |cit|tà |per |me |si |ve|gna.      
	
  In tutte parti impera e quivi regge;	 |In |tut|te |par|ti im|pe|ra e |qui|vi |reg|ge;            
  quivi è la sua città e l’alto seggio:	 |qui|vi è |la |sua |cit|tà |e |l’ al|to |seg|gio:          
  oh felice colui cu’ ivi elegge!».	 |oh |fe|li|ce |co|lui |cu’ |i|vi e|leg|ge!».               
	
  E io a lui: «Poeta, io ti richeggio	 |E |io |a |lui:« |Po|e|ta, io |ti |ri|cheg|gio             
  per quello Dio che tu non conoscesti,	 |per |quel|lo |Dio |che |tu |non |co|no|sce|sti,           
  acciò ch’io fugga questo male e peggio,	 |ac|ciò |ch’ io |fug|ga |que|sto |ma|le e |peg|gio,        
	
  che tu mi meni là dov’ or dicesti,	 |che |tu |mi |me|ni |là |do|v’ or |di|ce|sti,              
  sì ch’io veggia la porta di san Pietro	 |sì |ch’ io |veg|gia |la |por|ta |di |san |Pie|tro         
  e color cui tu fai cotanto mesti».	 |e |co|lor |cui |tu |fai |co|tan|to |me|sti».              
	
  Allor si mosse, e io li tenni dietro.	 |Al|lor |si |mos|se, e |io |li |ten|ni |die|tro.           
	
	
	
	
	
  Lo giorno se n’andava, e l’aere bruno	 |Lo |gior|no |se |n’ an|da|va, e |l’ ae|re |bru|no         
  toglieva li animai che sono in terra	 |to|glie|va |li a|ni|mai |che |so|no in |ter|ra            
  da le fatiche loro; e io sol uno	 |da |le |fa|ti|che |lo|ro; e |io |sol |u|no                
	
  m’apparecchiava a sostener la guerra	 |m’ ap|pa|rec|chia|va a |so|ste|ner |la |guer|ra           
  sì del cammino e sì de la pietate,	 |sì |del |cam|mi|no e |sì |de |la |pie|ta|te,              
  che ritrarrà la mente che non erra.	 |che |ri|trar|rà |la |men|te |che |non |er|ra.             
	
  O muse, o alto ingegno, or m’aiutate;	 |O |mu|se, o |al|to in|ge|gno, or |m’ a|iu|ta|te;          
  o mente che scrivesti ciò ch’io vidi,	 |o |men|te |che |scri|ve|sti |ciò |ch’ io |vi|di,          
  qui si parrà la tua nobilitate.	 |qui |si |par|rà |la |tua |no|bi|li|ta|te.                 
	
  Io cominciai: «Poeta che mi guidi,	 |Io |co|min|ciai:« |Po|e|ta |che |mi |gui|di,              
  guarda la mia virtù s’ell’ è possente,	 |guar|da |la |mia |vir|tù |s’ el|l’ è |pos|sen|te,         
  prima ch’a l’alto passo tu mi fidi.	 |pri|ma |ch’ a |l’ al|to |pas|so |tu |mi |fi|di.           
	
  Tu dici che di Silvïo il parente,	 |Tu |di|ci |che |di |Sil|vï|o il |pa|ren|te,               
  corruttibile ancora, ad immortale	 |cor|rut|ti|bi|le an|co|ra, ad |im|mor|ta|le               
  secolo andò, e fu sensibilmente.	 |se|co|lo an|dò, |e |fu |sen|si|bil|men|te.                
	
  Però, se l’avversario d’ogne male	 |Pe|rò, |se |l’ av|ver|sa|rio |d’ o|gne |ma|le             
  cortese i fu, pensando l’alto effetto	 |cor|te|se i |fu, |pen|san|do |l’ al|to ef|fet|to          
  ch’uscir dovea di lui, e ’l chi e ’l quale	 |ch’ u|scir |do|vea |di |lui, |e ’l |chi |e ’l |qua|le     
	
  non pare indegno ad omo d’intelletto;	 |non |pa|re in|de|gno ad |o|mo |d’ in|tel|let|to;          
  ch’e’ fu de l’alma Roma e di suo impero	 |ch’ e’ |fu |de |l’ al|ma |Ro|ma e |di |suo im|pe|ro       
  ne l’empirëo ciel per padre eletto:	 |ne |l’ em|pi|rë|o |ciel |per |pa|dre e|let|to:            
	
  la quale e ’l quale, a voler dir lo vero,	 |la |qua|le e ’l |qua|le, a |vo|ler |dir |lo |ve|ro,       
  fu stabilita per lo loco santo	 |fu |sta|bi|li|ta |per |lo |lo|co |san|to                  
  u’ siede il successor del maggior Piero.	 |u’ |sie|de il |suc|ces|sor |del |mag|gior |Pie|ro.        
	
  Per quest’ andata onde li dai tu vanto,	 |Per |que|st’ an|da|ta on|de |li |dai |tu |van|to,         
  intese cose che furon cagione	 |in|te|se |co|se |che |fu|ron |ca|gio|ne                   
  di sua vittoria e del papale ammanto.	 |di |sua |vit|to|ria e |del |pa|pa|le am|man|to.           
	
  Andovvi poi lo Vas d’elezïone,	 |An|dov|vi |poi |lo |Vas |d’ e|le|zï|o|ne,                 
  per recarne conforto a quella fede	 |per |re|car|ne |con|for|to a |quel|la |fe|de              
  ch’è principio a la via di salvazione.	 |ch’ è |prin|ci|pio a |la |via |di |sal|va|zio|ne.         
	
  Ma io, perché venirvi? o chi ’l concede?	 |Ma |io, |per|ché |ve|nir|vi? o |chi ’l |con|ce|de?        
  Io non Enëa, io non Paulo sono;	 |Io |non |E|në|a, |io |non |Pau|lo |so|no;                 
  me degno a ciò né io né altri ’l crede.	 |me |de|gno a |ciò |né |io |né |al|tri ’l |cre|de.         
	
  Per che, se del venire io m’abbandono,	 |Per |che, |se |del |ve|ni|re io |m’ ab|ban|do|no,         
  temo che la venuta non sia folle.	 |te|mo |che |la |ve|nu|ta |non |sia |fol|le.               
  Se’ savio; intendi me’ ch’i’ non ragiono».	 |Se’ |sa|vio; in|ten|di |me’ |ch’ i’ |non |ra|gio|no».     
	
  E qual è quei che disvuol ciò che volle	 |E |qual |è |quei |che |di|svuol |ciò |che |vol|le         
  e per novi pensier cangia proposta,	 |e |per |no|vi |pen|sier |can|gia |pro|po|sta,             
  sì che dal cominciar tutto si tolle,	 |sì |che |dal |co|min|ciar |tut|to |si |tol|le,            
	
  tal mi fec’ ïo ’n quella oscura costa,	 |tal |mi |fe|c’ ï|o ’n |quel|la o|scu|ra |co|sta,          
  perché, pensando, consumai la ’mpresa	 |per|ché, |pen|san|do, |con|su|mai |la ’m|pre|sa           
  che fu nel cominciar cotanto tosta.	 |che |fu |nel |co|min|ciar |co|tan|to |to|sta.             
	
  «S’i’ ho ben la parola tua intesa»,	« |S’ i’ |ho |ben |la |pa|ro|la |tua |in|te|sa»,            
  rispuose del magnanimo quell’ ombra,	 |ri|spuo|se |del |ma|gna|ni|mo |quel|l’ om|bra,            
  «l’anima tua è da viltade offesa;	« |l’ a|ni|ma |tua |è |da |vil|ta|de of|fe|sa;              
	
  la qual molte fïate l’omo ingombra	 |la |qual |mol|te |fï|a|te |l’ o|mo in|gom|bra             
  sì che d’onrata impresa lo rivolve,	 |sì |che |d’ on|ra|ta im|pre|sa |lo |ri|vol|ve,            
  come falso veder bestia quand’ ombra.	 |co|me |fal|so |ve|der |be|stia |quan|d’ om|bra.           
	
  Da questa tema acciò che tu ti solve,	 |Da |que|sta |te|ma ac|ciò |che |tu |ti |sol|ve,           
  dirotti perch’ io venni e quel ch’io ’ntesi	 |di|rot|ti |per|ch’ io |ven|ni e |quel |ch’ io ’n|te|si    
  nel primo punto che di te mi dolve.	 |nel |pri|mo |pun|to |che |di |te |mi |dol|ve.             
	
  Io era tra color che son sospesi,	 |Io |e|ra |tra |co|lor |che |son |so|spe|si,               
  e donna mi chiamò beata e bella,	 |e |don|na |mi |chia|mò |be|a|ta e |bel|la,                
  tal che di comandare io la richiesi.	 |tal |che |di |co|man|da|re io |la |ri|chie|si.            
	
  Lucevan li occhi suoi più che la stella;	 |Lu|ce|van |li oc|chi |suoi |più |che |la |stel|la;        
  e cominciommi a dir soave e piana,	 |e |co|min|ciom|mi a |dir |so|a|ve e |pia|na,              
  con angelica voce, in sua favella:	 |con |an|ge|li|ca |vo|ce, in |sua |fa|vel|la:              
	
  “O anima cortese mantoana,	“ |O |a|ni|ma |cor|te|se |man|to|a|na,                      
  di cui la fama ancor nel mondo dura,	 |di |cui |la |fa|ma an|cor |nel |mon|do |du|ra,            
  e durerà quanto ’l mondo lontana,	 |e |du|re|rà |quan|to ’l |mon|do |lon|ta|na,               
	
  l’amico mio, e non de la ventura,	 |l’ a|mi|co |mio, |e |non |de |la |ven|tu|ra,              
  ne la diserta piaggia è impedito	 |ne |la |di|ser|ta |piag|gia è |im|pe|di|to                
  sì nel cammin, che vòlt’ è per paura;	 |sì |nel |cam|min, |che |vòl|t’ è |per |pa|u|ra;           
	
  e temo che non sia già sì smarrito,	 |e |te|mo |che |non |sia |già |sì |smar|ri|to,             
  ch’io mi sia tardi al soccorso levata,	 |ch’ io |mi |sia |tar|di al |soc|cor|so |le|va|ta,         
  per quel ch’i’ ho di lui nel cielo udito.	 |per |quel |ch’ i’ |ho |di |lui |nel |cie|lo u|di|to.      
	
  Or movi, e con la tua parola ornata	 |Or |mo|vi, e |con |la |tua |pa|ro|la or|na|ta             
  e con ciò c’ha mestieri al suo campare,	 |e |con |ciò |c’ ha |me|stie|ri al |suo |cam|pa|re,        
  l’aiuta sì ch’i’ ne sia consolata.	 |l’ a|iu|ta |sì |ch’ i’ |ne |sia |con|so|la|ta.            
	
  I’ son Beatrice che ti faccio andare;	 |I’ |son |Bea|tri|ce |che |ti |fac|cio an|da|re;           
  vegno del loco ove tornar disio;	 |ve|gno |del |lo|co o|ve |tor|nar |di|sio;                 
  amor mi mosse, che mi fa parlare.	 |a|mor |mi |mos|se, |che |mi |fa |par|la|re.               
	
  Quando sarò dinanzi al segnor mio,	 |Quan|do |sa|rò |di|nan|zi al |se|gnor |mio,               
  di te mi loderò sovente a lui”.	 |di |te |mi |lo|de|rò |so|ven|te a |lui”.                  
  Tacette allora, e poi comincia’ io:	 |Ta|cet|te al|lo|ra, e |poi |co|min|cia’ |io:              
	
  “O donna di virtù sola per cui	“ |O |don|na |di |vir|tù |so|la |per |cui                   
  l’umana spezie eccede ogne contento	 |l’ u|ma|na |spe|zie ec|ce|de o|gne |con|ten|to            
  di quel ciel c’ha minor li cerchi sui,	 |di |quel |ciel |c’ ha |mi|nor |li |cer|chi |sui,          
	
  tanto m’aggrada il tuo comandamento,	 |tan|to |m’ ag|gra|da il |tuo |co|man|da|men|to,           
  che l’ubidir, se già fosse, m’è tardi;	 |che |l’ u|bi|dir, |se |già |fos|se, |m’ è |tar|di;        
  più non t’è uo’ ch’aprirmi il tuo talento.	 |più |non |t’ è |uo’ |ch’ a|prir|mi il |tuo |ta|len|to.    
	
  Ma dimmi la cagion che non ti guardi	 |Ma |dim|mi |la |ca|gion |che |non |ti |guar|di            
  de lo scender qua giuso in questo centro	 |de |lo |scen|der |qua |giu|so in |que|sto |cen|tro        
  de l’ampio loco ove tornar tu ardi”.	 |de |l’ am|pio |lo|co o|ve |tor|nar |tu |ar|di”.           
	
  “Da che tu vuo’ saver cotanto a dentro,	“ |Da |che |tu |vuo’ |sa|ver |co|tan|to a |den|tro,         
  dirotti brievemente”, mi rispuose,	 |di|rot|ti |brie|ve|men|te”, |mi |ri|spuo|se,              
  “perch’ i’ non temo di venir qua entro.	“ |per|ch’ i’ |non |te|mo |di |ve|nir |qua |en|tro.         
	
  Temer si dee di sole quelle cose	 |Te|mer |si |dee |di |so|le |quel|le |co|se                
  c’hanno potenza di fare altrui male;	 |c’ han|no |po|ten|za |di |fa|re al|trui |ma|le;           
  de l’altre no, ché non son paurose.	 |de |l’ al|tre |no, |ché |non |son |pa|u|ro|se.            
	
  I’ son fatta da Dio, sua mercé, tale,	 |I’ |son |fat|ta |da |Dio, |sua |mer|cé, |ta|le,           
  che la vostra miseria non mi tange,	 |che |la |vo|stra |mi|se|ria |non |mi |tan|ge,             
  né fiamma d’esto ’ncendio non m’assale.	 |né |fiam|ma |d’ e|sto ’n|cen|dio |non |m’ as|sa|le.       
	
  Donna è gentil nel ciel che si compiange	 |Don|na è |gen|til |nel |ciel |che |si |com|pian|ge        
  di questo ’mpedimento ov’ io ti mando,	 |di |que|sto ’m|pe|di|men|to o|v’ io |ti |man|do,          
  sì che duro giudicio là sù frange.	 |sì |che |du|ro |giu|di|cio |là |sù |fran|ge.              
	
  Questa chiese Lucia in suo dimando	 |Que|sta |chie|se |Lu|cia |in |suo |di|man|do              
  e disse:—Or ha bisogno il tuo fedele	 |e |dis|se:— Or |ha |bi|so|gno il |tuo |fe|de|le           
  di te, e io a te lo raccomando—.	 |di |te, |e |io |a |te |lo |rac|co|man|do—.                
	
  Lucia, nimica di ciascun crudele,	 |Lu|cia, |ni|mi|ca |di |cia|scun |cru|de|le,               
  si mosse, e venne al loco dov’ i’ era,	 |si |mos|se, e |ven|ne al |lo|co |do|v’ i’ |e|ra,          
  che mi sedea con l’antica Rachele.	 |che |mi |se|dea |con |l’ an|ti|ca |Ra|che|le.             
	
  Disse:—Beatrice, loda di Dio vera,	 |Dis|se:— |Bea|tri|ce, |lo|da |di |Dio |ve|ra,             
  ché non soccorri quei che t’amò tanto,	 |ché |non |soc|cor|ri |quei |che |t’ a|mò |tan|to,         
  ch’uscì per te de la volgare schiera?	 |ch’ u|scì |per |te |de |la |vol|ga|re |schie|ra?          
	
  Non odi tu la pieta del suo pianto,	 |Non |o|di |tu |la |pie|ta |del |suo |pian|to,             
  non vedi tu la morte che ’l combatte	 |non |ve|di |tu |la |mor|te |che ’l |com|bat|te            
  su la fiumana ove ’l mar non ha vanto?-.	 |su |la |fiu|ma|na o|ve ’l |mar |non |ha |van|to?-.        
	
  Al mondo non fur mai persone ratte	 |Al |mon|do |non |fur |mai |per|so|ne |rat|te              
  a far lor pro o a fuggir lor danno,	 |a |far |lor |pro |o |a |fug|gir |lor |dan|no,             
  com’ io, dopo cotai parole fatte,	 |com’ |io, |do|po |co|tai |pa|ro|le |fat|te,               
	
  venni qua giù del mio beato scanno,	 |ven|ni |qua |giù |del |mio |be|a|to |scan|no,             
  fidandomi del tuo parlare onesto,	 |fi|dan|do|mi |del |tuo |par|la|re o|ne|sto,               
  ch’onora te e quei ch’udito l’hanno”.	 |ch’ o|no|ra |te |e |quei |ch’ u|di|to |l’ han|no”.        
	
  Poscia che m’ebbe ragionato questo,	 |Po|scia |che |m’ eb|be |ra|gio|na|to |que|sto,            
  li occhi lucenti lagrimando volse,	 |li oc|chi |lu|cen|ti |la|gri|man|do |vol|se,              
  per che mi fece del venir più presto.	 |per |che |mi |fe|ce |del |ve|nir |più |pre|sto.           
	
  E venni a te così com’ ella volse:	 |E |ven|ni a |te |co|sì |com’ |el|la |vol|se:              
  d’inanzi a quella fiera ti levai	 |d’ i|nan|zi a |quel|la |fie|ra |ti |le|vai                
